generation    1.00000e+00
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.04108e-01  4.29731e-01  2.00973e-04  1.31228e+00  7.03958e-01  5.69678e-08  1.90000e+01  0.00000e+00 
   3.81839e-01  2.81973e-01  2.01328e-04  1.28307e+00  9.57743e-01  5.72931e-08  2.70000e+01  0.00000e+00 
   3.05629e-01  3.47400e-01  2.02229e-04  1.37070e+00  1.03564e+00  5.60254e-08  4.00000e+00  0.00000e+00 
   3.11097e-01  6.25167e-01  2.02329e-04  1.30587e+00  1.07761e+00  5.73506e-08  3.10000e+01  0.00000e+00 
   3.19575e-01  4.07147e-01  2.06608e-04  1.41801e+00  9.93931e-01  5.66857e-08  1.40000e+01  0.00000e+00 
   3.16653e-01  5.68312e-01  2.05553e-04  1.37307e+00  1.16957e+00  5.69921e-08  2.00000e+01  0.00000e+00 
   3.23122e-01  2.38383e-01  2.02445e-04  1.35662e+00  8.59055e-01  5.63435e-08  8.00000e+00  0.00000e+00 
   3.15032e-01  5.00440e-01  2.01197e-04  1.33530e+00  7.01645e-01  5.69605e-08  1.80000e+01  0.00000e+00 
   3.36583e-01  5.70330e-01  2.00269e-04  1.37873e+00  1.18865e+00  5.56445e-08  1.00000e+00  0.00000e+00 
   3.58856e-01  5.07417e-01  2.10822e-04  1.48226e+00  9.44377e-01  5.70055e-08  2.10000e+01  0.00000e+00 
   3.80613e-01  6.25622e-01  2.07964e-04  1.38307e+00  1.17288e+00  5.74234e-08  3.60000e+01  0.00000e+00 
   3.95790e-01  5.05319e-01  2.03686e-04  1.41573e+00  7.53990e-01  5.59193e-08  3.00000e+00  0.00000e+00 
   3.54329e-01  5.53498e-01  2.10789e-04  1.45492e+00  7.27864e-01  5.73151e-08  2.90000e+01  0.00000e+00 
                                                                                                  
